"no_secteur","nom_secteur","telephone","cd_site","nom_site","descr_type_site","no_civique","nom_rue","code_postal","no_plateau","nom_plateau","capacite","descr_type_plateau","ind_sans_reserv"
"3","Secteur 3","450 978-8903","STM","PARC ST-MARTIN","Parc","4025","RUE GABOURY","H7T1H1","3285","MINI 5V5 6","","Terrain de soccer","N"
"3","Secteur 3","450 978-8903","STN","PARC ST-NORBERT","Parc","560","64e Avenue","H7V2J3","301","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","N"
"3","Secteur 3","450 978-8903","STN","PARC ST-NORBERT","Parc","560","64e Avenue","H7V2J3","309","TENNIS -ST-NORBERT","","Terrain de tennis","N"
"3","Secteur 3","450 978-8903","STN","PARC ST-NORBERT","Parc","560","64e Avenue","H7V2J3","391","TERRAIN DE BASEBALL","","Terrain de baseball","N"
"3","Secteur 3","450 978-8903","STN","PARC ST-NORBERT","Parc","560","64e Avenue","H7V2J3","392","TERRAIN DE PÉTANQUE","","Terrain de pétanque","N"
"3","Secteur 3","450 978-8903","STN","PARC ST-NORBERT","Parc","560","64e Avenue","H7V2J3","3139","JEUX D'ENFANTS","","Modules de jeux","N"
"3","Secteur 3","450 978-8903","STN","PARC ST-NORBERT","Parc","560","64e Avenue","H7V2J3","3202","TERRAIN DE BASKETBALL","","Terrain de basketball","N"
"3","Secteur 3","450 978-8903","STN","PARC ST-NORBERT","Parc","560","64e Avenue","H7V2J3","3207","CHALET","","Autre","O"
"3","Secteur 3","450 978-8903","STN","PARC ST-NORBERT","Parc","560","64e Avenue","H7V2J3","3242","PATINOIRE LIBRE","","Patinoire extérieure - libre","N"
"3","Secteur 3","450 978-8903","WES","PARC LAVAL SENIOR","Parc","3200","Boulevard du Souvenir","H7V1W9","393","TERRAIN  RÉG. SOCCER  FOOTBALL","","Soccer / Football","N"
"3","Secteur 3","450 978-8903","WES","PARC LAVAL SENIOR","Parc","3200","Boulevard du Souvenir","H7V1W9","3215","VESTIAIRES","","Autre","N"
"3","Secteur 3","450 978-8903","WILL","PARC WILFRID-LORRAIN","Parc","3325","1re Rue","","302","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","N"
"4","Secteur 4","450 978-8904","33P","C.C. 33 RUE PRINCIPAL","Centre communautaire","33","RUE PRINCIPALE","H7X3V5","497","GRANDE SALLE","120","Local polyvalent","N"
"4","Secteur 4","450 978-8904","400P","C.C. 400 RUE PRINCIPALE","Centre communautaire","400","RUE PRINCIPALE","H7X3T9","1","LOCAL","20","Local polyvalent","N"
"4","Secteur 4","450 978-8904","400P","C.C. 400 RUE PRINCIPALE","Centre communautaire","400","RUE PRINCIPALE","H7X3T9","2","PETIT LOCAL","10","Local permanent","O"
"4","Secteur 4","450 978-8904","ALO","ARÉNA HARTLAND-MONAHAN","Aréna","6200","Boulevard Arthur-Sauvé","H7R3X7","461","PATINOIRES INTÉRIEURE","","Patinoire intérieure","N"
"4","Secteur 4","450 978-8904","ALO","ARÉNA HARTLAND-MONAHAN","Aréna","6200","Boulevard Arthur-Sauvé","H7R3X7","4054","SALLE POLYVALENTE","10","Salle polyvalente","N"
"4","Secteur 4","450 978-8904","ASAM","ARÉNA MARTIN-ST-LOUIS","Aréna","655","Rue Sylvie","H7X2X2","462","PATINOIRE INTÉRIEURE","","Patinoire intérieure","N"
"4","Secteur 4","450 978-8904","ASAM","ARÉNA MARTIN-ST-LOUIS","Aréna","655","Rue Sylvie","H7X2X2","4121","CHAMBRE 5-6","","Autre","O"
"4","Secteur 4","450 978-8904","B4V","BERGE AUX QUATRE-VENTS","Parc","","","","4051","SENTIER DE PATIN","200","Patinoire extérieure - promenade","N"
"4","Secteur 4","450 978-8904","B4V","BERGE AUX QUATRE-VENTS","Parc","","","","4104","LA PLAINE","200","Autre","N"
"4","Secteur 4","450 978-8904","BG","BASSIN GILARDEAU","Parc","","","","4042","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - libre","N"
"4","Secteur 4","450 978-8904","BIG","PARC BIGRAS","Parc","886","Chemin de la Fourche","H7Y1T1","407","TENNIS - BIGRAS","","Terrain de tennis","N"
"4","Secteur 4","450 978-8904","BIG","PARC BIGRAS","Parc","886","Chemin de la Fourche","H7Y1T1","428","TERRAIN DE BASEBALL","","Terrain de baseball","N"
"4","Secteur 4","450 978-8904","BIG","PARC BIGRAS","Parc","886","Chemin de la Fourche","H7Y1T1","465","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","N"
"4","Secteur 4","450 978-8904","BIGR","C.C. BIGRAS","Centre communautaire","886","Chemin de la Fourche","H7Y1T1","411","SALLE","152","Salle polyvalente","N"
"4","Secteur 4","450 978-8904","BIGR","C.C. BIGRAS","Centre communautaire","886","Chemin de la Fourche","H7Y1T1","4058","RANGEMENT LOISIBOURG","","Local permanent","O"
"4","Secteur 4","450 978-8904","BR","BASSIN ROBITAILLE","Parc","","","","4036","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - libre","N"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","491","SALLE 203","35","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","492","SALLE 208-209","75","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","493","GYMNASE 114","150","Gymnase","N"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","494","SALLE AU SOUS-SOL - 300 P","300","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","495","SALLE 206- SALLE DE RÉUNION","15","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4031","SALLE 204 QACB","","Local permanent","O"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4032","HALL D'EXPOSITION","","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4033","SALLE 202 4H","","Local permanent","O"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4057","SALLE 116- PETITE ENFANCE","15","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4059","006 RANGEMENT","","Local polyvalent","O"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4060","SALLE 207 ESCADRON","","Local permanent","O"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4061","205 RANGEMENT PERMANENT","","Local permanent","O"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4062","212 RANGEMENT MULTIPLE","","Autre","O"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4063","114B RANGEMENT ARCHERS","","Local permanent","O"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4064","114C  MATÉRIEL ANIMATION","","Autre","O"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4093","ENTREPÔT 116 A - ENTRETIEN","","Autre","O"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4094","ENTREPÔT 116 B - AC. ESTIVALES","","Autre","O"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4095","114A MATÉRIEL 0-5 ANS","","Autre","O"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4096","207 A ENTREPÔT CADETS","","Local permanent","O"
"4","Secteur 4","450 978-8904","CACC","CENTRE ACCES","Centre communautaire","6500","BOULEVARD ARTHUR-SAUVÉ","H7R3X7","4097","207 SALLE CADETS","","Local permanent","O"
"4","Secteur 4","450 978-8904","CAN","LA CANADIENNE","Centre communautaire","1222","CHEMIN DU BORD-DE-L'EAU","H7Y1B3","478","SALLE POLYVALENTE","20","Salle polyvalente","N"
"4","Secteur 4","450 978-8904","CAS","CASERNE DE POMPIERS","Parc","950","BOULEVARD DE L'HÔTEL-DE-VILLE","H7X2K8","436","TERRAIN DE PÉTANQUE","","Terrain de pétanque","O"
"4","Secteur 4","450 978-8904","CCLLL","C.CURLING LAVAL-SUR-LE-LAC","Centre communautaire","8","RUE LES PINS","H7R1C7","4014","CLUB DE CURLING","","Local polyvalent","O"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","415","GRANDE SALLE-GYM 105","316","Salle polyvalente","N"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","416","LOCAL 111","35","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","417","LOCAL 112","30","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","418","LOCAL 113- TOUT-CHAT-TOUT","30","Local permanent","O"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","419","LOCAL 114","35","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","420","LOCAL 117","35","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","421","LOCAL 135","15","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","474","LOCAL 130","15","Local permanent","O"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","479","CUISINE","15","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","4004","LOCAL 133","35","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","4005","LOCAL 126","15","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","4008","LOCAL 120- LOISIRS- JUDO","35","Local permanent","O"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","4009","LOCAL 119- LOISIRS- PEINTURE","35","Local permanent","O"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","4010","LOCAL 118- LOISIRS- DANSE","35","Local permanent","O"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","4011","LOCAL 122","40","Local polyvalent","N"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","4065","102 RANGEMENT PERMANENT","","Local permanent","O"
"4","Secteur 4","450 978-8904","CCLO","C.C. LAVAL-OUEST","Centre communautaire","6600","29e Avenue","H7R3M3","4066","103 RANGEMENT PERMANENT","","Local permanent","O"
"4","Secteur 4","450 978-8904","CHR","PARC-ÉCOLE CHRIST-ROY","Parc","5505","27e Avenue","H7R3K7","438","TERRAIN DE PÉTANQUE","","Terrain de pétanque","O"
"4","Secteur 4","450 978-8904","CVT","PARC COUVRETTE","Parc","666","RUE DES JARDINS","H7X2K2","404","PISC. EXT. - COUVRETTE","","Piscine extérieure","O"
"4","Secteur 4","450 978-8904","CVT","PARC COUVRETTE","Parc","666","RUE DES JARDINS","H7X2K2","410","TENNIS - COUVRETTE","","Terrain de tennis","O"
"4","Secteur 4","450 978-8904","CVT","PARC COUVRETTE","Parc","666","RUE DES JARDINS","H7X2K2","431","TERRAIN DE BASEBALL 1","","Terrain de baseball","N"
"4","Secteur 4","450 978-8904","CVT","PARC COUVRETTE","Parc","666","RUE DES JARDINS","H7X2K2","432","TERRAIN DÉTRUIT INACCESSIBLE","","Terrain de baseball","O"
"4","Secteur 4","450 978-8904","CVT","PARC COUVRETTE","Parc","666","RUE DES JARDINS","H7X2K2","433","TERRAIN DE SOCCER 7X7","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","CVT","PARC COUVRETTE","Parc","666","RUE DES JARDINS","H7X2K2","434","TERRAIN DE BASKETBALL","","Terrain de basketball","O"
"4","Secteur 4","450 978-8904","CVT","PARC COUVRETTE","Parc","666","RUE DES JARDINS","H7X2K2","435","TERRAIN DE PÉTANQUE","","Terrain de pétanque","O"
"4","Secteur 4","450 978-8904","CVT","PARC COUVRETTE","Parc","666","RUE DES JARDINS","H7X2K2","466","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","O"
"4","Secteur 4","450 978-8904","CVT","PARC COUVRETTE","Parc","666","RUE DES JARDINS","H7X2K2","4017","VOLLEYBALL - COUVRETTE","","Terrain de volleyball","O"
"4","Secteur 4","450 978-8904","CVT","PARC COUVRETTE","Parc","666","RUE DES JARDINS","H7X2K2","4022","PATAU. EXT. - COUVRETTE","","Pataugeoire","O"
"4","Secteur 4","450 978-8904","CVT","PARC COUVRETTE","Parc","666","RUE DES JARDINS","H7X2K2","4039","PATINOIRE LIBRE","","Patinoire extérieure - libre","O"
"4","Secteur 4","450 978-8904","DES","PARC DES CHÊNES","Parc","355","Rue les Érables","H7R1A3","406","PISC. EXT. - DES CHÊNES","","Piscine extérieure","O"
"4","Secteur 4","450 978-8904","DES","PARC DES CHÊNES","Parc","355","Rue les Érables","H7R1A3","409","TENNIS - DES CHÊNES","","Terrain de tennis","N"
"4","Secteur 4","450 978-8904","DES","PARC DES CHÊNES","Parc","355","Rue les Érables","H7R1A3","437","TERRAIN DE SOCCER","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","DES","PARC DES CHÊNES","Parc","355","Rue les Érables","H7R1A3","4037","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","O"
"4","Secteur 4","450 978-8904","DES","PARC DES CHÊNES","Parc","355","Rue les Érables","H7R1A3","4047","PATAUGEOIRE","","Pataugeoire","O"
"4","Secteur 4","450 978-8904","DESC","C.C. DES CHÊNES","Centre communautaire","355","Rue les Érables","H7R1A3","412","GRANDE SALLE","60","Salle polyvalente","N"
"4","Secteur 4","450 978-8904","DESC","C.C. DES CHÊNES","Centre communautaire","355","Rue les Érables","H7R1A3","480","BUREAU DU MONITEUR","12","Local permanent","O"
"4","Secteur 4","450 978-8904","DESC","C.C. DES CHÊNES","Centre communautaire","355","Rue les Érables","H7R1A3","4067","RANGEMENT SCOUTS","","Local permanent","O"
"4","Secteur 4","450 978-8904","DM","DOMAINE MONTREUIL","Parc","","","","4038","PAT. EXT.","","Patinoire extérieure - libre","N"
"4","Secteur 4","450 978-8904","ERAY","ÉCOLE RAYMOND","École","6145","27e Avenue","H7R3K7","444","GYMNASE SUD","","Gymnase","N"
"4","Secteur 4","450 978-8904","ERAY","ÉCOLE RAYMOND","École","6145","27e Avenue","H7R3K7","445","SALLE SUD","","Salle polyvalente","O"
"4","Secteur 4","450 978-8904","ERAY","ÉCOLE RAYMOND","École","6145","27e Avenue","H7R3K7","472","GYMNASE NORD","","Gymnase","N"
"4","Secteur 4","450 978-8904","ETS","ÉCOLE LES TROIS SOLEILS","École","","","","489","GYMNASE 109","","Gymnase","N"
"4","Secteur 4","450 978-8904","ETS","ÉCOLE LES TROIS SOLEILS","École","","","","490","GRANDE SALLE 103","","Salle polyvalente","N"
"4","Secteur 4","450 978-8904","ETS","ÉCOLE LES TROIS SOLEILS","École","","","","4024","LOCAL 102","","Classe","N"
"4","Secteur 4","450 978-8904","FAB","PARC FABREJOIE","Parc","3940","BOULEVARD DAGENAIS OUEST","H7R5X9","467","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","O"
"4","Secteur 4","450 978-8904","FAM","MFLO- PAVILLON LAVAL-OUEST","Autre","7190","21E AVENUE","H7R3G8","4012","MAISON DE LA FAMILLE L-O","","Autre","O"
"4","Secteur 4","450 978-8904","FD","FAUBOURG DAGENAIS","Parc","","","","4040","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - libre","N"
"4","Secteur 4","450 978-8904","FLO","PARC FLORENT","Parc","910","Montée Gravel","","440","TERRAIN DE BASEBALL","","Terrain de baseball","N"
"4","Secteur 4","450 978-8904","FLO","PARC FLORENT","Parc","910","Montée Gravel","","441","TERRAIN DE VOLLEYBALL","","Terrain de volleyball","N"
"4","Secteur 4","450 978-8904","FLO","PARC FLORENT","Parc","910","Montée Gravel","","442","TERRAIN DE PÉTANQUE","","Terrain de pétanque","N"
"4","Secteur 4","450 978-8904","FLO","PARC FLORENT","Parc","910","Montée Gravel","","4021","TERRAIN SOCCER","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","FLO","PARC FLORENT","Parc","910","Montée Gravel","","4041","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - libre","N"
"4","Secteur 4","450 978-8904","HVLO","EX-HÔTEL DE VILLE LAVAL-OUEST","Centre communautaire","2390","35E AVENUE","H7R3P4","485","POLYVALENT 1","40","Local polyvalent","N"
"4","Secteur 4","450 978-8904","HVLO","EX-HÔTEL DE VILLE LAVAL-OUEST","Centre communautaire","2390","35E AVENUE","H7R3P4","4006","PERMANENT- FIL HARMONIQUE","25","Local permanent","O"
"4","Secteur 4","450 978-8904","HVLO","EX-HÔTEL DE VILLE LAVAL-OUEST","Centre communautaire","2390","35E AVENUE","H7R3P4","4068","RANGEMENT PERMANENT-4H","","Local permanent","O"
"4","Secteur 4","450 978-8904","HVLO","EX-HÔTEL DE VILLE LAVAL-OUEST","Centre communautaire","2390","35E AVENUE","H7R3P4","4069","RANGEMENT PERMANENT-AUTRE","","Local permanent","O"
"4","Secteur 4","450 978-8904","HVLO","EX-HÔTEL DE VILLE LAVAL-OUEST","Centre communautaire","2390","35E AVENUE","H7R3P4","4099","POLYVALENT 2","15","Local polyvalent","N"
"4","Secteur 4","450 978-8904","HVLSLL","HÔTEL DE VILLE LAVAL-SUR-LE-LA","Centre communautaire","8","RUE LES PINS","H7R1C7","477","SALLE POLYVALENTE","25","Salle polyvalente","O"
"4","Secteur 4","450 978-8904","HVSTDO","HÔTEL DE VILLE STE-DOROTHÉE","Centre communautaire","950","BOULEVARD DE L'HÔTEL-DE-VILLE","H7X2K8","476","SALLE POLYVALENTE","","Salle polyvalente","O"
"4","Secteur 4","450 978-8904","JOL","C.C. JOLIBOURG","Centre communautaire","1350","Rue du Relais","H7Y1W2","413","GRANDE SALLE 107","250","Salle polyvalente","N"
"4","Secteur 4","450 978-8904","JOL","C.C. JOLIBOURG","Centre communautaire","1350","Rue du Relais","H7Y1W2","414","PETIT LOCAL 110","30","Local polyvalent","N"
"4","Secteur 4","450 978-8904","JOL","C.C. JOLIBOURG","Centre communautaire","1350","Rue du Relais","H7Y1W2","4044","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - libre","O"
"4","Secteur 4","450 978-8904","JOL","C.C. JOLIBOURG","Centre communautaire","1350","Rue du Relais","H7Y1W2","4071","112 LOUISIBOURG","","Local permanent","O"
"4","Secteur 4","450 978-8904","JOL","C.C. JOLIBOURG","Centre communautaire","1350","Rue du Relais","H7Y1W2","4072","113 RANGEMENT PERMANENT","","Local permanent","O"
"4","Secteur 4","450 978-8904","JOL","C.C. JOLIBOURG","Centre communautaire","1350","Rue du Relais","H7Y1W2","4073","114 CUISINE","5","Local polyvalent","N"
"4","Secteur 4","450 978-8904","LAM","PARC CREVIER","Parc","","","","4026","TERRAIN DE SOCCER FERME","","Terrain de soccer","O"
"4","Secteur 4","450 978-8904","LAM","PARC CREVIER","Parc","","","","4102","SOCCER 5X5 1","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","LAM","PARC CREVIER","Parc","","","","4103","SOCCER 5X5 2","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","LAO","PARC LAVAL-OUEST","Parc","7189","21E AVENUE","H7R3G9","429","SYNTHÉTIQUE 11X11","","Soccer / Football","N"
"4","Secteur 4","450 978-8904","LAO","PARC LAVAL-OUEST","Parc","7189","21E AVENUE","H7R3G9","430","SOCCER","","Soccer / Football","O"
"4","Secteur 4","450 978-8904","LAO","PARC LAVAL-OUEST","Parc","7189","21E AVENUE","H7R3G9","449","TERRAIN DE BASEBALL 1","","Terrain de baseball","N"
"4","Secteur 4","450 978-8904","LAO","PARC LAVAL-OUEST","Parc","7189","21E AVENUE","H7R3G9","450","TERRAIN DE BASEBALL 2","","Terrain de baseball","N"
"4","Secteur 4","450 978-8904","LAO","PARC LAVAL-OUEST","Parc","7189","21E AVENUE","H7R3G9","451","TERRAIN DE BASEBALL 3","","Terrain de baseball","N"
"4","Secteur 4","450 978-8904","LAO","PARC LAVAL-OUEST","Parc","7189","21E AVENUE","H7R3G9","469","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","O"
"4","Secteur 4","450 978-8904","LAO","PARC LAVAL-OUEST","Parc","7189","21E AVENUE","H7R3G9","4018","SKATE PARK","","Skate park","N"
"4","Secteur 4","450 978-8904","LAO","PARC LAVAL-OUEST","Parc","7189","21E AVENUE","H7R3G9","4045","PATINOIRE PROMENADE","","Patinoire extérieure - promenade","O"
"4","Secteur 4","450 978-8904","LAP","PARC PIERRE-LAPORTE","Parc","805","Rue Lauzon","H7X2N4","460","TERRAIN DE SOCCER","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","MG","PARC MARCEL-GAMACHE","Parc","","","","999","PLACE PUBLIQUE","","Parc","N"
"4","Secteur 4","450 978-8904","PASS","PARC ÉCOLE PASSERELLE","Parc","","","","4030","SOCCER","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","PCCLO","PARC CCLO","Parc","6600","29E AVENUE","H7R3M3","483","TERRAIN DE MINI-SOCCER 1 7X7","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","PCCLO","PARC CCLO","Parc","6600","29E AVENUE","H7R3M3","484","TERRAIN DE MINI-SOCCER 2 7X7","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","PFV","PARC ÉCOLE FLEURDEVIE","Parc","","","","4028","SOCCER MINI","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","PFV","PARC ÉCOLE FLEURDEVIE","Parc","","","","4046","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - libre","N"
"4","Secteur 4","450 978-8904","PJL","PARC ÉCOLE JEAN LEMONDE","Parc","","","","4035","MICRO","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","PJL","PARC ÉCOLE JEAN LEMONDE","Parc","","","","4043","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - libre","N"
"4","Secteur 4","450 978-8904","PJOL","PARC JOLIBOURG","Parc","1350","Rue du Relais","H7Y1W2","402","PISC. EXT. - JOLIBOURG","","Piscine extérieure","O"
"4","Secteur 4","450 978-8904","PJOL","PARC JOLIBOURG","Parc","1350","Rue du Relais","H7Y1W2","443","SOCCER RÉGULIER 1","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","PJOL","PARC JOLIBOURG","Parc","1350","Rue du Relais","H7Y1W2","4023","PATAU. EXT. - JOLIBOURG","","Pataugeoire","O"
"4","Secteur 4","450 978-8904","PJOL","PARC JOLIBOURG","Parc","1350","Rue du Relais","H7Y1W2","4027","TERRAIN MICRO 3","","Terrain de soccer","O"
"4","Secteur 4","450 978-8904","PJOL","PARC JOLIBOURG","Parc","1350","Rue du Relais","H7Y1W2","4056","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - libre","O"
"4","Secteur 4","450 978-8904","PJOL","PARC JOLIBOURG","Parc","1350","Rue du Relais","H7Y1W2","4100","SOCCER 2 5X5 CÔTÉ RUE","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","PJOL","PARC JOLIBOURG","Parc","1350","Rue du Relais","H7Y1W2","4101","SOCCER 3 5X5","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","RAY","PARC RAYMOND","Parc","6460","29e  Avenue","","405","PISC. EXT. - RAYMOND","","Piscine extérieure","O"
"4","Secteur 4","450 978-8904","RIN","PARC RINGUET","Parc","4749","BOULEVARD ARTHUR-SAUVÉ","","454","TERRAIN DE PÉTANQUE","","Terrain de pétanque","N"
"4","Secteur 4","450 978-8904","RIN","PARC RINGUET","Parc","4749","BOULEVARD ARTHUR-SAUVÉ","","4091","TERRAIN SOCCER MICRO 1","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","RIN","PARC RINGUET","Parc","4749","BOULEVARD ARTHUR-SAUVÉ","","4092","TERRAIN SOCCER MICRO 2","","Terrain de soccer","N"
"4","Secteur 4","450 978-8904","SANT","PARC ST-ANTOINE","Parc","","","","4007","SYNTHÉTIQUE ST-ANTOINE 11X11","","Soccer / Football","N"
"4","Secteur 4","450 978-8904","SANT","PARC ST-ANTOINE","Parc","","","","4049","SKATE PARK","","Skate park","N"
"4","Secteur 4","450 978-8904","STD","996 MTÉE GRAVEL-ANCIEN STE-DO","Centre communautaire","996","Montée Gravel","H7X2B8","422","SALLE 103","12","Salle polyvalente","N"
"4","Secteur 4","450 978-8904","STD","996 MTÉE GRAVEL-ANCIEN STE-DO","Centre communautaire","996","Montée Gravel","H7X2B8","423","SALLE 119-120","60","Salle polyvalente","N"
"4","Secteur 4","450 978-8904","STD","996 MTÉE GRAVEL-ANCIEN STE-DO","Centre communautaire","996","Montée Gravel","H7X2B8","424","SALLE 106","12","Local permanent","O"
"4","Secteur 4","450 978-8904","STD","996 MTÉE GRAVEL-ANCIEN STE-DO","Centre communautaire","996","Montée Gravel","H7X2B8","425","SALLE 115","12","Salle polyvalente","N"
"4","Secteur 4","450 978-8904","STD","996 MTÉE GRAVEL-ANCIEN STE-DO","Centre communautaire","996","Montée Gravel","H7X2B8","426","SOUS-SOL 003","60","Salle polyvalente","N"
"4","Secteur 4","450 978-8904","STD","996 MTÉE GRAVEL-ANCIEN STE-DO","Centre communautaire","996","Montée Gravel","H7X2B8","427","123 CUISINE","10","Autre","N"
"4","Secteur 4","450 978-8904","STD","996 MTÉE GRAVEL-ANCIEN STE-DO","Centre communautaire","996","Montée Gravel","H7X2B8","4074","124 LOCAL PERMANENT","","Local permanent","O"
